hs_contact_id,email,account_name_freetext,lifecycle_stage_hs,hs_lead_score,lead_source_hs,segment_raw_hs,country,created_at,is_internal,_synced_at
HS-003914,lloydmiranda3914@example.com,Jones and Sons,marketingqualifiedlead,63,inbound,SmallBiz,Australia,2026-01-20 05:50:48,false,2026-04-01 06:30:00
HS-003915,clarkmario3915@example.com,"Ramsey, Hansen and Mendoza",lead,19,outbound,MM,Canada,2025-11-20 10:36:22,false,2026-04-01 06:30:00
HS-003916,njohnson3916@example.com,Blackwell LLC,lead,32,Paid,MM,Australia,2026-02-13 21:31:48,false,2026-04-01 06:30:00
HS-003917,lpeters3917@example.com,Monroe-Carpenter,lead,5,outbound,Mid Market,United Kingdom,2026-01-29 13:48:19,false,2026-04-01 06:30:00
HS-003918,campbelljustin3918@example.com,Jones PLC,lead,8,Referral,MM,Canada,2025-09-04 21:46:20,false,2026-04-01 06:30:00
HS-003919,ncruz3919@example.com,"Price, Long and Wilson",lead,10,inbound,Mid Market,United States,2025-11-04 01:12:04,false,2026-04-01 06:30:00
HS-003920,sthomas3920@example.com,"Calderon, Williams and Bennett",marketingqualifiedlead,41,Content Download,Mid Market,United States,2026-01-26 22:32:04,false,2026-04-01 06:30:00
HS-003921,rodneynolan3921@example.com,Barton-Chapman,marketingqualifiedlead,82,Channel,SmallBiz,Australia,2025-09-19 17:06:05,false,2026-04-01 06:30:00
HS-003922,sball3922@example.com,Li PLC,lead,24,Channel,SMB,United States,2026-02-25 14:23:46,false,2026-04-01 06:30:00
HS-003923,ahernandez3923@example.com,"Morris, Campbell and Owens",lead,33,Content Download,SMB,Canada,2025-10-14 08:38:37,false,2026-04-01 06:30:00
HS-003924,michaelrobertson3924@example.com,Durham-Shaw,marketingqualifiedlead,49,outbound,SMB,Germany,2026-01-29 14:05:03,false,2026-04-01 06:30:00
HS-003925,samantharoberts3925@example.com,Welch-Hogan,marketingqualifiedlead,68,Inbound,smb,Australia,2025-12-05 08:23:28,false,2026-04-01 06:30:00
HS-003926,foxlinda3926@example.com,"Estrada, Williams and Foster",marketingqualifiedlead,71,Content,smb,Australia,2025-09-24 21:47:56,false,2026-04-01 06:30:00
HS-003927,jasminemorton3927@example.com,Ruiz Ltd,marketingqualifiedlead,50,Word of Mouth,smb,United Kingdom,2026-03-17 03:45:20,false,2026-04-01 06:30:00
HS-003928,mclaughlinjames3928@example.com,Meadows PLC,marketingqualifiedlead,77,Inbound,smb,Germany,2026-02-21 18:35:10,false,2026-04-01 06:30:00
HS-003929,martinezcatherine3929@example.com,Roberts-Sullivan,marketingqualifiedlead,72,Word of Mouth,Small Business,Germany,2026-01-02 07:04:21,false,2026-04-01 06:30:00
HS-003930,simsclaire3930@example.com,Gutierrez Group,lead,21,inbound,ENT,Australia,2025-09-08 12:21:22,false,2026-04-01 06:30:00
HS-003931,bennettalan3931@example.com,Figueroa-Malone,lead,9,Content Download,MidMarket,Australia,2026-02-01 09:48:42,false,2026-04-01 06:30:00
HS-003932,stonerobert3932@example.com,Wilson-Jones,marketingqualifiedlead,67,Paid Ads,SMB,Canada,2025-11-12 01:31:26,false,2026-04-01 06:30:00
HS-003933,tmoore3933@example.com,Davis-Lewis,marketingqualifiedlead,72,inbound,MM,Australia,2025-09-30 18:18:57,false,2026-04-01 06:30:00
HS-003934,icooper3934@example.com,Johnson and Sons,lead,36,Trade Show,Small Business,United Kingdom,2026-03-27 12:49:14,false,2026-04-01 06:30:00
HS-003935,katiepowell3935@example.com,Goodwin-Stokes,lead,35,IB,Enterprise,United States,2026-03-04 08:42:49,false,2026-04-01 06:30:00
HS-003936,ortegagregory3936@example.com,"Fuller, Ingram and Moss",marketingqualifiedlead,45,PPC,enterprise,Canada,2025-09-01 01:20:11,false,2026-04-01 06:30:00
HS-003937,rachelcastillo3937@example.com,Aguirre LLC,marketingqualifiedlead,83,inbound,SMB,Canada,2026-02-17 22:35:16,false,2026-04-01 06:30:00
HS-003938,jorge583938@example.com,Wright-Davis,lead,37,inbound,SMB,United Kingdom,2025-09-23 18:27:46,false,2026-04-01 06:30:00
HS-003939,timothy623939@example.com,"Reeves, Parks and Little",marketingqualifiedlead,76,outbound,Small Business,Canada,2025-10-21 23:37:38,false,2026-04-01 06:30:00
HS-003940,nguyenchristine3940@example.com,Pearson and Sons,marketingqualifiedlead,77,Outbound,Small Business,Germany,2025-10-06 00:12:45,false,2026-04-01 06:30:00
HS-003941,qreyes3941@example.com,Arroyo LLC,marketingqualifiedlead,56,Outbound,Small Business,United States,2025-12-28 10:28:35,false,2026-04-01 06:30:00
HS-003942,jessicalong3942@example.com,Burns-Ray,marketingqualifiedlead,40,PPC,MidMarket,United Kingdom,2025-09-12 14:15:36,false,2026-04-01 06:30:00
HS-003943,jenniferhorne3943@example.com,Young-Allen,lead,9,PPC,smb,Australia,2025-10-25 21:24:38,false,2026-04-01 06:30:00
HS-003944,dthompson3944@example.com,Kelly Group,marketingqualifiedlead,77,Outbound,SMB,Germany,2025-11-13 13:51:20,false,2026-04-01 06:30:00
HS-003945,jamescobb3945@example.com,Brown-Hernandez,lead,20,IB,SMB,United States,2026-03-16 22:38:30,false,2026-04-01 06:30:00
HS-003946,sararios3946@example.com,"Flores, Mckenzie and Duncan",marketingqualifiedlead,49,Content Download,Small Business,Germany,2025-12-06 04:56:45,false,2026-04-01 06:30:00
HS-003947,suehowe3947@example.com,Powers LLC,marketingqualifiedlead,69,outbound,enterprise,Germany,2025-09-10 20:42:16,false,2026-04-01 06:30:00
HS-003948,hunter293948@example.com,Russell Group,marketingqualifiedlead,79,Event,Mid Market,United States,2025-11-22 18:32:19,false,2026-04-01 06:30:00
HS-003949,joycekeith3949@example.com,"Rosales, Mitchell and Hines",marketingqualifiedlead,68,Paid Ads,smb,Canada,2025-11-16 01:13:15,false,2026-04-01 06:30:00
HS-003950,oconnorlauren3950@example.com,Ruiz Ltd,lead,17,Channel,Mid Market,United States,2026-02-15 01:03:01,false,2026-04-01 06:30:00
HS-003951,bowmanjoel3951@example.com,"Fisher, Payne and Thompson",lead,35,PPC,Small Business,Germany,2025-09-01 20:13:54,false,2026-04-01 06:30:00
HS-003952,joeljackson3952@example.com,Ewing-Mendoza,lead,23,Inbound,Mid-Market,Germany,2025-10-04 12:16:16,false,2026-04-01 06:30:00
HS-003953,jacqueline393953@example.com,"Fitzpatrick, Rivera and Smith",lead,6,Trade Show,MM,Germany,2026-02-10 23:19:19,false,2026-04-01 06:30:00
HS-003954,lukecase3954@example.com,Jones-Soto,marketingqualifiedlead,41,Content Download,smb,United Kingdom,2025-10-01 20:58:39,false,2026-04-01 06:30:00
HS-003955,robert773955@example.com,"Holder, Young and Hendricks",marketingqualifiedlead,76,Cold Outreach,Mid Market,Canada,2026-02-12 12:44:11,false,2026-04-01 06:30:00
HS-003956,zrobinson3956@example.com,"Hernandez, Martinez and Weber",lead,15,Cold Outreach,SmallBiz,Germany,2025-12-19 14:28:15,false,2026-04-01 06:30:00
HS-003957,broberts3957@example.com,Marshall-Perez,lead,16,Outbound,SmallBiz,Germany,2026-03-28 05:30:13,false,2026-04-01 06:30:00
HS-003958,jose493958@example.com,"Wilson, Pena and Rich",marketingqualifiedlead,77,Content Download,MidMarket,Germany,2026-02-20 03:05:21,false,2026-04-01 06:30:00
HS-003959,ucarr3959@example.com,"Hernandez, Jenkins and Parks",lead,25,Content,Small Business,Australia,2026-03-19 14:21:23,false,2026-04-01 06:30:00
HS-003960,whitesean3960@example.com,Adams-Clayton,marketingqualifiedlead,58,Inbound,MidMarket,United States,2025-11-18 12:30:09,false,2026-04-01 06:30:00
HS-003961,ksmith3961@example.com,"Barnes, Jackson and Gutierrez",marketingqualifiedlead,71,inbound,smb,Germany,2025-08-11 00:32:07,false,2026-04-01 06:30:00
HS-003962,scottmartin3962@example.com,"Tran, Jordan and Williams",marketingqualifiedlead,89,outbound,Mid Market,Canada,2026-01-10 15:00:37,false,2026-04-01 06:30:00
HS-003963,john973963@example.com,Trujillo PLC,lead,8,Event,Small Business,Germany,2026-03-11 17:04:59,false,2026-04-01 06:30:00
HS-003964,nhiggins3964@example.com,"Austin, Day and Johnson",marketingqualifiedlead,80,outbound,MidMarket,Canada,2025-10-27 16:11:59,false,2026-04-01 06:30:00
HS-003965,uzimmerman3965@example.com,Bruce-Williamson,marketingqualifiedlead,61,Event,Enterprise,United States,2026-01-23 15:52:10,false,2026-04-01 06:30:00
HS-003966,bethanygrant3966@example.com,Sanders-Espinoza,lead,30,Partner,SMB,Australia,2026-03-12 07:09:54,false,2026-04-01 06:30:00
HS-003967,davidjohnson3967@example.com,Garner-Thornton,marketingqualifiedlead,75,Content,MM,United Kingdom,2025-11-11 17:22:04,false,2026-04-01 06:30:00
HS-003968,taylormichael3968@example.com,Hicks-Hill,lead,14,Partner,SMB,United States,2026-03-12 15:46:51,false,2026-04-01 06:30:00
HS-003969,kelleyglen3969@example.com,"Mullen, Brewer and Hernandez",marketingqualifiedlead,50,Referral,smb,Germany,2025-10-02 06:06:54,false,2026-04-01 06:30:00
HS-003970,bakerangela3970@example.com,Rodriguez-Johnson,lead,11,IB,SmallBiz,Canada,2026-01-21 19:59:52,false,2026-04-01 06:30:00
HS-003971,gstone3971@example.com,Gay Inc,marketingqualifiedlead,84,outbound,Small Business,Germany,2026-02-26 02:12:01,false,2026-04-01 06:30:00
HS-003972,nbailey3972@example.com,"Ashley, Allen and Sanchez",marketingqualifiedlead,41,outbound,SmallBiz,Germany,2025-09-20 15:36:56,false,2026-04-01 06:30:00
HS-003973,elizabeth523973@example.com,Burns-Ray,lead,34,Content,Mid-Market,United Kingdom,2025-11-04 09:09:23,false,2026-04-01 06:30:00
HS-003974,danafoster3974@example.com,"Henderson, Cox and Cox",marketingqualifiedlead,68,Content,MM,United States,2025-12-05 15:04:43,false,2026-04-01 06:30:00
HS-003975,lindseysandra3975@example.com,Pearson and Sons,marketingqualifiedlead,66,Paid Ads,Small Business,Germany,2025-11-25 06:26:55,false,2026-04-01 06:30:00
HS-003976,harrisjoshua3976@example.com,"Bell, Campbell and Ryan",lead,9,inbound,SmallBiz,Australia,2026-03-29 13:42:33,false,2026-04-01 06:30:00
HS-003977,joel613977@example.com,"Harris, Collins and Carney",marketingqualifiedlead,63,Content Download,SmallBiz,Australia,2026-01-16 07:08:59,false,2026-04-01 06:30:00
HS-003978,daniel153978@example.com,Henry Group,marketingqualifiedlead,75,inbound,SmallBiz,United States,2026-03-09 18:00:21,false,2026-04-01 06:30:00
HS-003979,stephaniewiggins3979@example.com,"Ashley, Allen and Sanchez",lead,6,inbound,SMB,Germany,2025-09-06 19:35:27,false,2026-04-01 06:30:00
HS-003980,johnsonedward3980@example.com,Gonzales Inc,marketingqualifiedlead,54,Event,Small Business,United Kingdom,2025-12-02 08:17:20,false,2026-04-01 06:30:00
HS-003981,kimberlyblair3981@example.com,Burgess-Thompson,lead,29,IB,SmallBiz,United Kingdom,2026-02-12 08:38:48,false,2026-04-01 06:30:00
HS-003982,elizabeth143982@example.com,Pena LLC,marketingqualifiedlead,59,Cold Outreach,SmallBiz,United States,2025-11-15 22:19:55,false,2026-04-01 06:30:00
HS-003983,timothyvaldez3983@example.com,Goodwin Ltd,lead,10,Inbound,Small Business,Canada,2025-09-23 09:56:30,false,2026-04-01 06:30:00
HS-003984,brianmorrow3984@example.com,Medina-Navarro,marketingqualifiedlead,90,IB,MidMarket,United States,2026-01-30 15:38:00,false,2026-04-01 06:30:00
HS-003985,rayvictoria3985@example.com,"Robinson, Fox and Smith",lead,6,Content,SmallBiz,Germany,2025-11-16 15:38:24,false,2026-04-01 06:30:00
HS-003986,clarkbrittney3986@example.com,"Pollard, Simpson and Johnson",lead,15,Outbound,Small Business,United States,2025-11-20 03:49:46,false,2026-04-01 06:30:00
HS-003987,franklindarius3987@example.com,Johnson LLC,lead,23,inbound,smb,United States,2026-03-20 08:57:50,false,2026-04-01 06:30:00
HS-003988,jwilliams3988@example.com,Smith-Grimes,marketingqualifiedlead,83,Inbound,SmallBiz,United States,2026-02-23 05:11:32,false,2026-04-01 06:30:00
HS-003989,darrellmoore3989@example.com,Johnson-Carlson,lead,36,Channel,Mid Market,Germany,2025-12-13 06:03:33,false,2026-04-01 06:30:00
HS-003990,wortiz3990@example.com,Morales and Sons,marketingqualifiedlead,73,Content Download,SmallBiz,United Kingdom,2026-01-15 03:24:23,false,2026-04-01 06:30:00
HS-003991,brianobrien3991@example.com,Henderson-Bernard,marketingqualifiedlead,83,outbound,Small Business,United Kingdom,2025-11-04 09:49:00,false,2026-04-01 06:30:00
HS-003992,wilsonpatrick3992@example.com,Ferrell-Henry,lead,15,outbound,Strategic,Germany,2025-10-01 06:16:08,false,2026-04-01 06:30:00
HS-003993,andersonhenry3993@example.com,Osborn Group,marketingqualifiedlead,40,Referral,MM,Canada,2026-01-23 17:59:53,false,2026-04-01 06:30:00
HS-003994,williamsonanthony3994@example.com,"Terrell, Byrd and Ross",lead,14,Outbound,smb,Australia,2025-12-07 19:11:09,false,2026-04-01 06:30:00
HS-003995,jenniferstanley3995@example.com,Terry-Martinez,lead,6,IB,Enterprise,Germany,2025-09-25 02:08:07,false,2026-04-01 06:30:00
HS-003996,mrandolph3996@example.com,Fisher-Washington,marketingqualifiedlead,52,Outbound,enterprise,United Kingdom,2026-01-09 09:25:34,false,2026-04-01 06:30:00
HS-003997,benjaminarmstrong3997@example.com,Brooks Ltd,marketingqualifiedlead,81,inbound,SmallBiz,Canada,2025-09-19 21:46:25,false,2026-04-01 06:30:00
HS-003998,njames3998@example.com,Smith LLC,lead,21,Content Download,smb,Germany,2026-01-02 05:37:15,false,2026-04-01 06:30:00
HS-003999,guerrerostanley3999@example.com,Sullivan PLC,lead,23,Channel,SmallBiz,Germany,2026-03-25 05:17:55,false,2026-04-01 06:30:00
HS-004000,kimberly124000@example.com,Matthews Inc,marketingqualifiedlead,41,IB,smb,Canada,2025-12-26 10:46:47,false,2026-04-01 06:30:00
HS-004001,gregory144001@example.com,Bell-Bennett,lead,24,Content,Small Business,United States,2025-10-19 11:41:53,false,2026-04-01 06:30:00
HS-004002,clarkefelicia4002@example.com,Williams Inc,lead,11,Channel,MidMarket,Canada,2025-11-13 18:18:41,false,2026-04-01 06:30:00
HS-004003,sandraheath4003@example.com,Salas-Fitzgerald,marketingqualifiedlead,85,Referral,smb,Germany,2025-08-31 11:24:10,false,2026-04-01 06:30:00
HS-004004,tina294004@example.com,Edwards Group,marketingqualifiedlead,79,Event,MidMarket,United Kingdom,2025-12-20 20:38:31,false,2026-04-01 06:30:00
HS-004005,nicholas094005@example.com,"Avery, Horton and Fernandez",lead,28,Referral,MidMarket,Canada,2026-02-19 04:06:47,false,2026-04-01 06:30:00
HS-004006,jackierichardson4006@example.com,"Downs, Morris and Maddox",lead,12,Content,smb,United States,2025-11-27 02:30:46,false,2026-04-01 06:30:00
HS-004007,jennifer104007@example.com,"Chan, Floyd and Dillon",marketingqualifiedlead,69,Inbound,smb,Germany,2025-10-14 15:56:34,false,2026-04-01 06:30:00
HS-004008,jennifercarroll4008@example.com,"Fry, Myers and Gamble",marketingqualifiedlead,68,inbound,MM,Germany,2026-02-07 04:35:13,false,2026-04-01 06:30:00
HS-004009,david974009@example.com,Wagner LLC,marketingqualifiedlead,82,IB,Mid-Market,Australia,2025-12-14 14:43:56,false,2026-04-01 06:30:00
HS-004010,frankjeremy4010@example.com,Russell Group,marketingqualifiedlead,62,Paid Ads,Mid Market,United States,2026-02-06 16:09:58,false,2026-04-01 06:30:00
HS-004011,rwilson4011@example.com,Kim Inc,marketingqualifiedlead,83,outbound,MM,Canada,2026-02-24 05:56:37,false,2026-04-01 06:30:00
HS-004012,rodneyhoward4012@example.com,"Hall, Hinton and Phillips",lead,38,Paid Ads,SMB,Germany,2025-10-16 00:31:38,false,2026-04-01 06:30:00
HS-004013,amber644013@example.com,"Woods, Calhoun and Schmidt",lead,25,Channel,Mid-Market,Australia,2026-03-02 15:18:28,false,2026-04-01 06:30:00
HS-004014,jasonjohnson4014@example.com,Castaneda-Rodriguez,lead,6,Word of Mouth,SMB,United States,2026-03-27 00:13:40,false,2026-04-01 06:30:00
HS-004015,beasleykimberly4015@example.com,Marsh-Banks,lead,9,Outbound,SmallBiz,United States,2026-02-18 02:20:16,false,2026-04-01 06:30:00
HS-004016,thomastimothy4016@example.com,Henry Group,lead,13,Inbound,smb,United States,2025-12-03 10:52:48,false,2026-04-01 06:30:00
HS-004017,hendersonmichael4017@example.com,Wilson-Salazar,marketingqualifiedlead,69,Content,Small Business,Australia,2026-01-31 18:46:48,false,2026-04-01 06:30:00
HS-004018,timothygrant4018@example.com,Ford-Spencer,marketingqualifiedlead,71,Inbound,Small Business,United States,2025-12-06 02:49:21,false,2026-04-01 06:30:00
HS-004019,bruce994019@example.com,"Steele, Williams and Preston",marketingqualifiedlead,68,inbound,Small Business,United States,2025-12-17 13:10:18,false,2026-04-01 06:30:00
HS-004020,ramosjennifer4020@example.com,"Mcdonald, Lee and Rodriguez",marketingqualifiedlead,51,outbound,smb,Canada,2026-02-01 14:19:49,false,2026-04-01 06:30:00
HS-004021,reynoldsmichelle4021@example.com,Thompson-James,lead,38,Channel,SMB,Australia,2025-09-06 15:51:13,false,2026-04-01 06:30:00
HS-004022,gutierrezdavid4022@example.com,Hernandez-Jones,lead,34,inbound,Enterprise,Germany,2025-12-05 16:16:02,false,2026-04-01 06:30:00
HS-004023,amanda154023@example.com,Marsh-Banks,lead,8,Cold Outreach,Small Business,United States,2025-12-28 05:45:13,false,2026-04-01 06:30:00
HS-004024,jose204024@example.com,"Powers, Brennan and Sanchez",lead,19,Trade Show,SMB,Canada,2025-11-29 10:22:22,false,2026-04-01 06:30:00
HS-004025,jacquelinedelacruz4025@example.com,"Downs, Morris and Maddox",lead,34,Outbound,SMB,United States,2026-03-18 22:46:32,false,2026-04-01 06:30:00
HS-004026,wrightdavid4026@example.com,"Bell, Campbell and Ryan",marketingqualifiedlead,64,Content Download,SMB,Australia,2026-02-26 21:22:52,false,2026-04-01 06:30:00
HS-004027,rebecca674027@example.com,"Brown, Hayes and Clark",marketingqualifiedlead,51,IB,Small Business,Australia,2025-12-10 00:03:13,false,2026-04-01 06:30:00
HS-004028,yrichardson4028@example.com,Monroe-Carpenter,lead,11,Word of Mouth,Mid Market,United Kingdom,2025-11-12 08:20:03,false,2026-04-01 06:30:00
HS-004029,cindy574029@example.com,Wilcox-Robertson,marketingqualifiedlead,81,Paid,Small Business,United Kingdom,2025-12-04 07:12:33,false,2026-04-01 06:30:00
HS-004030,nathan624030@example.com,Faulkner-Casey,lead,39,Channel,SMB,Australia,2025-11-04 15:00:40,false,2026-04-01 06:30:00
HS-004031,johnskinner4031@example.com,"Powers, Brennan and Sanchez",marketingqualifiedlead,68,Word of Mouth,SMB,Canada,2025-09-10 14:01:51,false,2026-04-01 06:30:00
HS-004032,maryking4032@example.com,"Sparks, Jackson and Miller",marketingqualifiedlead,55,Partner,SmallBiz,Australia,2025-12-22 15:52:56,false,2026-04-01 06:30:00
HS-004033,csmith4033@example.com,Mccann-Ramos,marketingqualifiedlead,82,Content,Strategic,United States,2026-01-02 15:53:30,false,2026-04-01 06:30:00
HS-004034,hammondlaura4034@example.com,"Walsh, Wu and Hart",marketingqualifiedlead,54,Cold Outreach,Small Business,Germany,2025-12-31 22:35:45,false,2026-04-01 06:30:00
HS-004035,williamsanthony4035@example.com,"Owen, Walker and Franklin",marketingqualifiedlead,63,Partner,SmallBiz,United States,2026-02-17 20:16:57,false,2026-04-01 06:30:00
HS-004036,gspencer4036@example.com,Sheppard LLC,marketingqualifiedlead,82,inbound,Small Business,Canada,2026-03-07 11:22:50,false,2026-04-01 06:30:00
HS-004037,wross4037@example.com,Baker-Wilson,marketingqualifiedlead,41,Paid,MidMarket,United Kingdom,2026-02-22 08:35:27,false,2026-04-01 06:30:00
HS-004038,burnsrodney4038@example.com,Ward and Sons,marketingqualifiedlead,40,Referral,SmallBiz,United Kingdom,2026-02-14 20:03:42,false,2026-04-01 06:30:00
HS-004039,stephenszachary4039@example.com,Lynn-Jones,marketingqualifiedlead,62,Content Download,Enterprise,United Kingdom,2025-12-25 08:02:51,false,2026-04-01 06:30:00
HS-004040,seth294040@example.com,Gilbert PLC,lead,14,Inbound,Mid Market,Canada,2026-01-29 12:26:07,false,2026-04-01 06:30:00
HS-004041,oneilldaniel4041@example.com,Bean LLC,lead,34,Channel,MM,United States,2026-01-02 01:03:12,false,2026-04-01 06:30:00
HS-004042,janet714042@example.com,Martinez Inc,lead,31,Content Download,Small Business,United States,2025-10-20 09:27:28,false,2026-04-01 06:30:00
HS-004043,williamortiz4043@example.com,Johnson and Sons,lead,31,outbound,SmallBiz,United Kingdom,2026-01-28 03:25:56,false,2026-04-01 06:30:00
HS-004044,wrightsteven4044@example.com,"Yang, Wilson and Zimmerman",marketingqualifiedlead,86,Inbound,Small Business,Germany,2025-11-19 11:56:38,false,2026-04-01 06:30:00
HS-004045,martinnovak4045@example.com,"Mendoza, Jenkins and Ortiz",marketingqualifiedlead,63,Trade Show,Small Business,United Kingdom,2026-01-22 08:28:18,false,2026-04-01 06:30:00
